Accident_Index,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),Road_Type,Speed_limit,Junction_Detail,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident
2009530198403,53,3,2,1,2,621,6,30,3,1,1,1,0,0,1,2
200601CW11092,1,3,1,1,6,1,2,30,3,1,1,1,0,0,1,1
2010471001146,47,3,2,2,6,565,6,30,3,1,1,1,0,0,1,1
201443W216024,43,3,2,1,6,472,6,30,3,1,1,2,0,0,1,1
201143N103071,43,3,2,1,7,480,6,30,3,1,1,1,0,0,1,1
200601CW10622,1,3,2,1,5,1,3,40,3,1,1,1,0,0,1,2
2013440168706,44,3,2,1,5,505,6,30,0,1,4,1,0,0,2,1
201401PL60657,1,3,2,1,2,7,6,30,3,4,1,2,0,0,1,1
200601KF60192,1,3,3,1,1,17,6,30,0,1,1,1,0,0,1,2
200520J078901,20,3,2,1,5,303,1,40,1,1,1,1,0,0,1,1
2011440391258,44,3,2,1,4,494,3,70,0,1,1,1,0,0,2,1
20104100T1148,41,3,3,1,6,434,3,70,0,4,2,2,0,0,2,1
200601WW50603,1,3,1,1,5,10,6,30,0,1,1,1,0,0,1,1
2005215302798,21,3,2,1,2,250,6,30,8,4,1,1,0,0,1,1
2008940801455,94,3,1,1,7,925,6,60,9,1,2,2,0,0,2,1
200922E903121,22,3,2,1,3,285,6,60,3,1,1,1,0,0,2,1
2006950004723,95,3,1,1,3,923,6,30,6,5,1,1,0,0,1,1
2008130217008,13,3,2,1,2,203,6,30,6,4,1,2,0,0,1,2
200640D021740,40,3,3,1,4,423,6,30,0,1,1,1,0,0,2,1
2006530188643,53,3,2,2,6,623,6,30,3,1,1,1,0,0,1,1
2013621301274,62,3,1,1,6,741,6,30,3,1,2,1,0,0,1,1
200843S174108,43,3,2,2,4,479,3,60,3,1,1,1,0,0,1,2
200534NN01972,34,3,2,2,6,384,6,30,3,4,2,2,0,0,1,1
200806A090781,6,3,2,2,6,102,6,30,7,1,1,1,0,0,1,1
201032D118410,32,3,1,1,1,356,6,60,0,1,1,1,0,0,2,1
201301BS70631,1,3,1,1,6,12,6,30,3,7,1,1,0,0,1,1
200601XH30598,1,3,1,1,5,26,6,30,0,1,1,1,0,0,1,1
201101ZD30312,1,3,2,1,6,20,1,30,1,1,1,1,0,0,1,1
2014131AS0043,13,3,2,1,3,204,6,30,0,4,1,1,0,0,1,1
2010620202598,62,3,1,1,7,741,6,30,0,4,1,1,0,0,1,1
2013521303441,52,3,2,1,7,601,6,20,0,4,1,1,0,0,1,2
200620D079403,20,3,1,1,7,300,6,30,0,4,1,1,0,0,1,1
200542J009503,42,3,2,1,4,453,6,30,6,1,3,2,0,0,1,1
2007130716407,13,3,1,1,2,204,6,40,0,1,1,1,0,0,2,1
200834WD41328,34,3,2,4,7,381,6,60,6,6,2,2,0,0,2,1
200901HT20127,1,3,2,1,4,5,6,30,3,4,1,1,4,0,1,2
2009219004884,21,3,2,1,3,257,6,30,3,1,1,1,0,0,1,1
2008470900852,47,3,2,1,5,560,1,30,1,4,2,2,0,0,1,1
200501QK00020,1,3,2,1,1,28,6,30,3,4,2,2,0,0,1,1
200642D009104,42,3,3,1,4,461,6,30,3,4,1,1,0,0,1,1
2008530193900,53,3,1,1,1,621,6,40,0,6,1,2,0,0,2,1
200804EN08012,4,3,2,1,4,80,6,40,3,4,1,1,0,0,2,1
200701EK63882,1,3,2,2,1,2,6,30,6,1,9,1,0,0,1,1
200634NW02874,34,3,1,2,5,386,6,60,0,6,2,2,0,0,2,1
201045EL51518,45,3,1,1,7,510,6,60,3,1,2,2,0,0,2,1
201220K007202,20,3,2,1,1,305,6,30,3,1,9,1,0,0,1,1
2008440084027,44,3,1,1,7,490,6,30,0,1,1,1,0,0,1,1
2007520005177,52,3,1,1,7,612,3,70,0,1,2,2,0,0,2,1
2005983153105,98,3,3,1,5,917,6,30,0,4,1,1,0,0,1,1
2013621302095,62,3,1,1,3,741,1,40,1,1,1,1,0,3,2,1
201401HT20290,1,3,2,2,5,5,3,30,3,4,1,1,0,0,1,1
200720Z024801,20,3,4,2,3,307,3,30,0,1,1,1,4,0,1,1
201104FA11062,4,3,2,1,5,72,3,30,3,1,1,1,0,0,1,1
200820H065702,20,3,2,1,4,307,6,30,8,1,1,1,0,0,1,1
200906J024473,6,3,2,1,6,109,6,30,3,1,2,2,0,0,1,1
2010210002994,21,3,1,2,1,256,6,60,0,4,1,1,0,0,2,1
2008620175968,62,3,3,2,5,741,1,60,1,1,1,1,0,0,1,1
2010400D02950,40,3,3,1,7,424,6,40,0,7,1,1,0,0,2,1
2010521001016,52,3,2,1,1,611,6,30,3,7,1,1,0,0,1,1
200950BB2K005,50,3,3,1,6,593,6,30,6,1,1,1,4,2,1,1
200545RE67545,45,3,2,2,4,513,3,40,3,1,1,1,0,0,1,1
2008440548961,44,3,1,1,4,505,6,40,0,1,1,1,0,0,2,2
20094100C1091,41,3,1,1,5,436,6,40,8,1,1,1,0,0,1,1
200905EE30114,5,3,1,1,4,91,3,40,9,4,2,2,0,0,1,1
201120W029581,20,3,2,1,5,300,3,30,3,4,1,1,0,0,1,1
2011400DA0353,40,3,2,1,7,424,1,30,1,1,1,1,0,0,1,1
201197UD05703,97,3,2,1,5,937,1,40,1,1,2,2,0,0,2,1
201201HT20289,1,3,3,2,3,5,6,30,3,1,1,1,0,0,1,1
2006030003599,3,3,3,1,4,62,6,30,0,4,1,1,0,0,1,1
201222C300126,22,3,4,1,6,276,3,70,0,1,1,2,0,1,2,1
2009950002677,95,3,2,1,3,921,6,30,9,1,1,1,0,0,1,1
201097LB11004,97,3,1,1,2,913,1,30,1,1,1,1,0,0,2,1
2014404DA0934,40,3,3,5,2,424,6,50,0,1,2,2,0,0,2,1
201001ZD30906,1,3,1,1,6,20,6,30,3,1,1,1,0,0,1,2
200905FF31668,5,3,2,1,1,91,6,30,6,1,1,1,0,0,1,2
2011440086132,44,3,1,1,1,496,6,30,0,4,1,1,0,0,1,2
200701LX68143,1,3,2,1,5,9,6,30,6,1,1,1,0,0,1,1
201242I041102,42,3,2,1,4,462,6,60,0,1,1,2,0,0,2,1
2010130343576,13,3,2,1,2,200,6,30,0,1,1,1,0,0,1,1
2007330701373,33,3,3,2,4,361,6,30,0,1,8,1,0,0,1,1
200701YR90378,1,3,2,1,5,31,6,30,0,1,1,1,0,0,1,1
2012450001553,45,3,1,1,5,510,3,70,0,1,2,2,0,0,2,1
2010351438310,35,3,2,2,1,393,3,70,0,1,1,1,0,0,2,1
200830A000119,30,3,1,5,7,320,3,70,0,6,5,2,0,2,2,1
200597CA02304,97,3,2,1,7,926,6,30,0,4,2,2,0,0,1,1
2012961200808,96,3,2,1,3,939,6,30,0,1,1,1,0,0,2,2
201314A076813,14,3,2,1,5,211,3,40,0,4,1,1,0,0,1,1
200720K094902,20,3,2,3,2,305,3,40,3,4,2,2,0,0,1,1
2012160D07511,16,3,2,1,6,228,3,40,3,1,1,1,0,0,1,1
201443P005114,43,3,2,1,7,482,6,20,0,1,1,2,0,0,1,2
200897ND00101,97,3,2,2,4,932,6,30,3,5,1,1,0,0,1,1
2007170H11227,17,3,5,2,3,240,3,50,0,1,2,2,0,0,2,1
2014440167531,44,3,1,1,3,505,6,30,0,1,1,1,0,0,1,1
200801KD72454,1,3,2,1,2,15,6,50,3,1,1,2,0,0,2,1
2014130030060,13,3,2,2,4,200,6,30,3,4,1,2,0,0,2,1
2010100204710,10,3,2,2,6,148,6,30,5,1,1,1,0,0,1,2
2010460189859,46,3,2,1,7,532,3,70,0,1,1,1,0,0,2,1
2014030002204,3,3,2,1,7,63,6,30,0,1,1,1,0,0,2,2
2013130300414,13,3,1,1,1,206,6,60,0,6,1,2,0,0,2,1
200505AA02858,5,3,1,1,2,95,6,30,0,1,1,2,0,0,1,1
2006130547806,13,3,2,1,4,206,6,30,0,1,1,1,0,0,1,1
2005520150304,52,3,2,1,7,606,6,60,0,6,1,2,7,0,2,1
2008230896442,23,3,2,1,2,291,6,30,3,1,1,1,0,0,1,1
2006610010406,61,3,2,1,7,733,6,30,0,4,1,1,0,0,1,1
2007330703615,33,3,2,2,6,366,6,60,1,1,1,1,0,0,2,1
201401YR90617,1,3,2,1,1,31,6,30,3,1,1,1,0,0,1,1
2007130091507,13,3,1,1,4,203,6,30,0,1,1,1,0,0,1,2
201397NA05111,97,3,1,1,5,932,6,30,0,4,9,2,0,0,1,2
2006070601098,7,3,2,3,1,128,3,70,0,1,1,1,0,0,2,2
2014521406118,52,3,2,1,6,611,6,30,3,1,2,2,0,0,1,1
2005350182805,35,3,2,2,3,391,6,30,3,1,1,1,0,0,2,2
201242I358011,42,3,1,1,7,455,6,60,3,6,2,2,0,7,2,1
2014530208776,53,3,1,1,5,623,6,30,3,4,1,1,0,0,1,1
200901KG70195,1,3,2,1,2,16,6,30,6,1,1,1,0,0,1,1
201401CW11688,1,3,1,1,2,1,6,30,0,4,1,2,0,0,1,1
2013950004056,95,3,2,1,6,940,6,30,6,1,1,1,0,0,1,2
201311NF29183,11,3,3,3,2,169,6,60,0,1,1,1,4,0,2,1
2010070120340,7,3,3,2,5,128,3,60,5,1,2,2,0,0,2,1
200542A019804,42,3,1,2,2,463,3,70,5,1,1,2,0,0,2,1
201260N108575,60,3,3,1,4,724,3,70,9,1,1,2,0,0,2,1
201145RE66375,45,3,2,1,6,516,6,30,0,1,2,2,0,0,2,1
200750A41E047,50,3,1,1,5,591,6,30,0,1,1,1,0,0,1,1
201097ND00507,97,3,2,2,4,932,1,30,1,1,1,1,0,0,1,1
2007520714680,52,3,2,1,3,601,6,30,0,1,1,1,0,0,1,1
200850GP2B007,50,3,2,2,7,591,2,30,0,4,1,1,0,0,1,1
2009130865409,13,3,1,1,2,202,6,30,0,7,1,1,0,0,2,1
2013213000132,21,3,2,1,5,252,6,40,3,1,1,1,0,0,2,1
200501FH10657,1,3,2,1,2,11,6,30,3,4,1,1,0,0,1,3
201045RE50238,45,3,1,1,1,513,6,60,0,1,1,2,7,0,2,1
200801ZD30729,1,3,2,1,1,20,6,30,3,4,1,1,0,0,1,2
200720L034301,20,3,2,1,7,306,6,30,0,4,2,2,0,0,1,1
201160M202002,60,3,1,1,1,725,3,30,0,1,2,2,0,0,1,1
200750E31A453,50,3,2,1,2,583,6,30,6,4,1,1,0,0,1,2
2011211003486,21,3,2,1,5,252,6,30,1,1,1,1,0,0,2,2
200601YR90463,1,3,2,1,5,31,6,30,0,1,1,1,0,0,1,2
2012160C00021,16,3,1,1,3,231,6,30,3,1,5,2,0,0,1,1
200806L091377,6,3,1,1,5,114,9,30,3,1,9,1,0,0,1,2
201201MM70089,1,3,1,1,5,8,6,30,3,4,1,1,0,6,1,1
2006130723506,13,3,1,1,6,200,6,30,3,1,1,1,0,0,1,1
2009620193981,62,3,5,2,3,741,3,50,0,1,1,1,4,0,2,1
2011460196265,46,3,4,2,4,541,3,40,0,1,1,2,0,0,1,1
2008440196886,44,3,1,1,4,502,3,50,0,1,1,1,0,0,2,1
201404WD14063,4,3,2,4,4,71,6,30,0,1,1,2,0,0,2,1
20063102A1687,31,3,2,1,3,344,6,30,8,1,1,1,0,0,1,2
201101CW10684,1,3,1,1,1,1,3,30,3,4,1,1,0,0,1,1
2005984110305,98,3,2,2,6,917,3,70,0,6,2,2,0,0,2,1
201401YE80338,1,3,2,1,5,32,6,30,0,7,1,1,0,0,1,2
2007100572307,10,3,2,3,4,147,6,30,1,1,1,1,0,0,1,2
201001GD10684,1,3,1,1,6,4,6,30,3,1,1,1,0,0,1,1
2013520302739,52,3,1,1,4,608,6,30,6,1,1,1,0,0,1,1
201242I200507,42,3,2,1,5,453,1,40,1,1,1,1,0,0,2,1
20134100B0053,41,3,2,1,3,438,1,30,1,4,8,2,0,0,1,2
2012950000987,95,3,3,4,5,929,6,30,8,1,1,2,0,0,1,1
201301CW11317,1,3,1,1,3,1,6,30,1,4,1,1,0,0,1,1
2006520027511,52,3,3,1,5,612,6,60,3,1,1,1,0,0,2,1
2012552D25641,55,3,1,1,7,646,6,30,3,4,1,1,0,0,1,1
201406F092219,6,3,2,2,6,107,1,30,1,1,1,1,0,0,1,1
2006030002269,3,3,2,1,7,65,1,70,2,1,1,1,0,0,2,1
200643P417036,43,3,2,1,7,482,6,30,3,4,4,2,0,0,1,1
2005460113978,46,3,1,1,5,538,3,70,1,1,1,1,0,0,2,1
201104FA11057,4,3,2,2,6,72,6,30,3,1,1,1,0,0,1,1
201042I018001,42,3,1,1,1,454,3,70,0,4,1,1,0,0,1,1
200720G065101,20,3,2,2,3,309,6,30,3,1,1,1,0,0,1,1
200801LX50088,1,3,1,1,7,9,6,30,6,1,1,1,0,0,1,2
200506K033178,6,3,1,1,7,100,6,30,0,1,1,1,0,0,1,1
200530C000692,30,3,3,1,2,321,6,30,0,1,1,1,0,0,2,1
200605AA12435,5,3,1,2,3,95,3,50,0,1,1,1,0,0,1,1
200501VW40217,1,3,2,1,4,22,6,30,0,1,1,1,0,0,1,1
201201SX20852,1,3,2,1,5,28,3,30,3,1,1,1,0,0,1,1
201437EA84362,37,3,1,1,7,413,1,60,1,1,2,2,0,0,2,1
201120K003911,20,3,1,2,1,305,3,40,0,4,1,1,0,0,1,1
200743R188117,43,3,1,1,2,474,6,60,0,1,1,1,0,0,2,1
2007440047556,44,3,2,1,4,497,1,40,1,1,1,1,0,0,2,2
201301FH10340,1,3,1,1,5,11,6,30,3,1,1,1,0,0,1,1
200797EA02205,97,3,1,1,4,926,6,30,3,1,2,2,0,0,1,1
2014350022914,35,3,2,1,5,390,1,30,2,6,1,1,0,0,1,2
2009330905426,33,3,2,1,6,364,6,30,8,1,1,1,0,0,1,1
200701YR90007,1,3,2,1,3,31,6,30,7,4,1,1,0,0,1,2
200845SP33036,45,3,2,1,2,40,3,70,0,4,1,1,0,0,2,2
200720D308902,20,3,1,1,5,300,6,30,6,1,1,1,0,0,1,1
201401JC30447,1,3,2,1,5,13,6,30,6,1,1,1,0,0,1,2
201001CW11237,1,3,2,1,4,2,6,30,0,1,1,1,0,0,1,1
201204DF12070,4,3,2,1,1,79,3,30,5,1,1,1,0,0,1,1
200520F217903,20,3,1,1,2,300,3,30,3,1,1,2,0,0,1,1
201231A277712,31,3,1,1,6,344,6,30,0,1,8,4,0,0,1,1
2008350309008,35,3,1,1,3,394,3,70,5,1,8,2,0,0,2,1
201001XH30683,1,3,1,2,1,26,6,30,3,1,1,1,0,0,1,1
2009460181298,46,3,3,1,3,541,6,30,0,4,1,1,0,0,1,1
200505EE01472,5,3,2,1,3,91,3,30,0,1,1,1,0,0,1,2
2013921301070,92,3,1,1,4,910,6,30,3,1,1,2,0,6,1,2
200922C900149,22,3,1,1,3,277,6,40,0,1,1,1,0,0,2,2
200520H027802,20,3,3,1,3,307,6,30,6,1,1,1,0,0,1,1
200836T080150,36,3,1,1,3,401,6,60,0,1,8,2,6,0,2,1
2008330808503,33,3,4,1,6,364,6,30,0,4,9,1,0,0,1,1
201143P126021,43,3,2,1,1,484,3,70,0,6,2,2,0,0,2,1
200932D118609,32,3,2,1,6,352,6,30,7,1,1,1,0,0,1,1
2008100102808,10,3,1,1,4,150,6,40,0,1,1,1,0,0,1,1
200501WW50375,1,3,2,1,5,10,6,30,6,1,1,1,0,0,1,1
200845GU21097,45,3,1,1,7,511,1,30,1,1,1,1,0,0,1,1
2006470601178,47,3,3,1,6,560,3,30,6,1,1,1,0,0,1,2
2012440224169,44,3,2,1,2,492,6,30,0,1,2,2,0,0,1,1
200520D346701,20,3,2,9,4,300,6,30,3,1,1,2,0,0,1,1
200697AB70710,97,3,5,1,7,926,3,50,0,4,1,2,0,2,1,1
2014471401817,47,3,2,1,6,557,3,60,0,1,1,1,0,0,2,1
201205AA04073,5,3,2,1,2,95,6,30,6,1,8,2,0,0,1,1
200501TC09053,1,3,2,2,5,4,6,30,6,4,1,2,0,0,1,1
201231C182012,31,3,2,1,2,346,3,40,0,1,1,1,0,0,1,1
200837G024247,37,3,2,1,5,410,1,70,1,1,5,2,0,0,2,1
2013471304498,47,3,2,1,3,556,9,30,6,1,1,1,0,2,2,2
200632C302006,32,3,1,1,2,351,6,60,0,1,2,2,0,0,2,1
2006620147513,62,3,2,1,6,746,6,30,0,7,1,2,0,0,2,1
200604TA06021,4,3,4,2,3,85,3,70,0,1,1,2,0,0,2,1
201360P039270,60,3,2,2,5,725,6,30,3,4,2,2,0,0,1,1
200620H026301,20,3,2,1,3,307,6,30,3,1,1,1,0,0,1,1
20053102C1594,31,3,2,3,5,346,6,30,6,4,1,1,0,0,1,1
2009400D00786,40,3,3,1,6,423,3,70,0,1,1,1,0,0,2,2
201150JC3K005,50,3,3,1,5,585,6,60,0,1,1,1,0,0,2,1
2011331100200,33,3,1,2,4,361,6,30,0,1,1,2,0,0,1,1
200950BB2G005,50,3,1,1,3,593,6,30,0,1,1,2,0,0,1,1
2013521400401,52,3,1,1,6,601,2,30,3,4,5,2,0,0,1,1
2008130347708,13,3,2,1,5,204,6,40,0,1,1,1,0,0,1,2
200743W141017,43,3,2,1,3,472,6,30,0,4,2,2,0,0,1,2
201104EA11253,4,3,2,2,6,70,6,30,6,1,1,1,0,0,1,1
201420K014174,20,3,1,1,1,305,6,30,3,4,8,2,0,0,1,1
2005350186805,35,3,2,2,5,394,3,60,0,1,1,1,4,0,1,1
2014331401484,33,3,2,4,1,364,6,30,3,1,2,2,4,0,1,1
2014440361119,44,3,2,1,2,496,6,60,1,1,2,2,0,0,2,1
2005530180427,53,3,2,1,2,624,6,40,0,1,1,2,7,0,2,1
200622FA49848,22,3,1,1,5,282,6,60,0,6,1,2,0,2,2,1
2014074110100,7,3,1,1,1,124,3,70,0,1,1,1,0,0,2,1
2013331302353,33,3,1,1,4,364,2,30,3,1,5,2,0,0,1,1
200905BB33942,5,3,2,1,6,93,6,30,6,1,1,1,0,0,1,1
200542A054110,42,3,2,3,2,451,6,60,0,1,1,1,0,0,2,1
201101JI40028,1,3,3,2,6,14,6,30,3,4,1,1,0,0,1,1
201342I046502,42,3,2,1,2,454,6,30,0,1,1,1,0,0,1,1
201201MM70607,1,3,1,1,7,8,6,30,0,1,1,1,0,0,1,1
201045RE51899,45,3,2,1,4,513,6,30,0,1,1,1,0,0,1,1
2010471005907,47,3,2,1,3,558,3,30,1,1,1,1,0,0,2,2
201443W245074,43,3,2,1,6,471,6,60,0,1,1,1,0,0,2,1
201022D005698,22,3,2,1,6,270,3,70,0,4,1,2,0,0,2,1
201043R255090,43,3,2,1,4,470,1,30,1,4,1,1,0,0,1,1
200806J007391,6,3,2,1,2,109,6,30,3,1,1,1,0,0,1,2
200945GU45630,45,3,2,1,6,511,6,30,0,4,1,2,0,0,1,1
201143S092021,43,3,2,2,7,479,3,30,6,4,2,2,0,0,1,2
200522MC48380,22,3,2,1,2,277,3,70,0,1,7,2,0,0,2,1
201243S110102,43,3,2,2,4,479,6,60,3,1,7,2,0,0,1,1
2005130254405,13,3,2,1,5,203,6,30,3,1,1,1,0,0,1,1
201301XD80601,1,3,2,1,2,27,6,30,3,1,1,1,0,0,1,2
200801WW50367,1,3,1,1,5,10,6,30,6,1,1,1,0,0,1,1
2013460229786,46,3,2,2,3,536,3,40,6,1,1,1,0,0,1,1
200836T080163,36,3,2,1,1,401,6,30,0,1,2,2,0,0,1,1
200843W010088,43,3,2,1,2,472,6,30,3,1,1,1,0,0,1,1
2005600AN5009,60,3,1,1,6,720,6,60,0,6,1,1,0,0,2,1
2005530183808,53,3,2,1,6,624,1,30,1,4,1,1,0,0,1,1
201220T031012,20,3,2,1,6,300,6,30,1,1,1,1,0,0,1,1
2011211005492,21,3,3,1,6,254,6,30,3,1,1,1,0,0,1,1
2011130410428,13,3,1,1,7,206,1,30,1,1,1,1,0,0,2,2
200620M056702,20,3,2,2,1,302,6,30,3,1,1,1,0,0,1,1
201020E017512,20,3,2,1,5,300,6,30,3,1,1,1,0,0,1,2
201136T110071,36,3,2,1,5,404,6,40,8,5,1,1,0,0,1,1
2012120130951,12,3,1,1,5,184,6,20,0,1,1,1,0,0,2,2
2012471201292,47,3,1,1,7,559,6,60,3,6,1,1,0,0,2,1
201420M015204,20,3,1,1,4,302,6,30,3,1,1,1,0,0,1,2
201420Z002114,20,3,2,2,5,305,3,70,0,5,1,2,0,0,2,1
20073102D2416,31,3,3,1,3,347,6,50,6,1,1,2,0,0,2,1
200501RY10555,1,3,2,1,2,18,6,30,3,1,2,2,0,0,1,2
2010352526110,35,3,2,1,7,390,6,30,6,1,1,1,0,0,1,1
2014450020733,45,3,1,1,1,38,6,30,3,4,1,1,0,0,1,1
201320W053953,20,3,3,7,4,300,3,40,0,1,1,1,0,0,1,1
200711AA18390,11,3,2,1,4,168,6,30,8,1,2,2,0,0,1,1
2005100500805,10,3,1,1,6,150,6,30,6,1,1,1,0,0,1,1
2012130296041,13,3,1,1,2,200,6,30,3,1,1,1,0,0,1,1
2006122930773,12,3,2,3,6,182,6,60,0,6,1,1,0,0,1,1
200642I484511,42,3,3,1,4,450,6,30,0,1,1,1,0,0,2,1
2012100492012,10,3,2,3,3,150,6,30,6,1,1,1,0,0,1,1
200501WW50260,1,3,2,1,6,10,1,30,1,1,1,1,0,0,1,1
20054100A0233,41,3,1,1,5,432,6,40,0,1,1,1,0,7,2,1
200711DJ08380,11,3,2,2,1,161,6,30,8,1,1,1,0,0,2,1
2014100511814,10,3,2,1,1,139,6,60,0,1,1,1,0,1,2,1
2014520400332,52,3,4,1,7,609,6,30,3,1,1,1,0,0,1,1
201197KB01501,97,3,2,2,4,935,6,30,1,1,1,1,0,0,2,1
2007440471734,44,3,2,1,6,490,6,60,0,1,1,2,0,0,2,1
2005920501974,92,3,1,1,6,910,6,30,0,1,1,1,0,0,1,1
201404AM14099,4,3,2,2,5,71,2,30,3,1,1,1,0,0,1,1
2009400B01793,40,3,3,2,4,420,6,30,0,1,1,1,0,0,1,1
201106A044912,6,3,2,1,3,102,6,30,3,1,1,1,0,0,1,2
200543P138035,43,3,1,1,5,484,3,70,0,6,1,1,0,0,2,1
2013553C40955,55,3,2,1,2,643,6,30,3,1,1,1,0,0,1,1
20063102D0078,31,3,3,1,4,347,1,60,1,4,2,2,0,0,2,2
200645GU79433,45,3,2,1,6,511,7,70,5,5,1,1,0,0,2,2
2006610110106,61,3,2,1,2,733,2,30,3,1,1,1,0,0,1,1
2005470510593,47,3,2,1,6,555,6,40,0,1,7,2,0,0,2,1
200814B054108,14,3,2,1,7,210,6,30,8,4,1,1,0,0,1,1
2009130431409,13,3,1,2,7,200,6,30,3,1,1,1,0,0,1,1
200704CK07249,4,3,2,1,2,84,6,60,3,4,2,2,0,0,2,1
2010460191189,46,3,2,3,5,538,3,70,0,1,1,1,0,0,2,1
2006460120724,46,3,2,1,4,542,3,70,5,1,2,2,0,0,2,1
200501MM70932,1,3,3,1,1,8,6,30,3,4,1,1,0,0,1,1
201091NN29846,91,3,2,1,6,927,6,60,8,1,1,1,0,0,2,2
200601MM70211,1,3,2,8,2,8,6,30,3,1,1,1,0,0,1,1
2014170S12084,17,3,3,2,4,245,7,70,0,1,1,1,0,0,1,1
2006030001597,3,3,1,1,7,62,6,60,0,1,1,1,0,0,2,1
201001XD80354,1,3,2,1,2,27,6,30,0,1,1,1,0,0,1,1
2007217004727,21,3,2,2,2,258,6,30,3,1,2,2,0,0,1,1
200636T060241,36,3,2,2,3,404,6,40,3,1,1,2,0,0,1,1
201037B045133,37,3,2,2,4,413,6,60,0,1,1,1,0,0,2,1
200501QK50074,1,3,1,1,1,28,6,30,3,1,1,2,0,0,1,1
2011100533611,10,3,2,1,6,146,6,30,8,4,2,2,0,0,2,1
200801CW10532,1,3,2,1,5,2,3,30,6,1,1,1,0,0,1,2
2005123270586,12,3,2,1,4,189,6,30,3,1,7,2,0,0,1,2
200601RG40641,1,3,1,1,2,6,6,30,3,1,1,1,0,0,1,1
2009030002915,3,3,2,1,5,63,6,20,6,1,2,2,0,0,2,2
20094100F4038,41,3,2,1,4,434,6,30,3,1,1,2,0,0,1,1
2011070118518,7,3,1,1,1,130,6,30,3,1,1,1,0,0,1,1
2008520803969,52,3,1,1,6,612,6,30,0,1,1,2,0,0,1,1
2007440054806,44,3,1,2,1,505,6,60,0,1,8,2,0,0,2,1
200643P215026,43,3,2,1,4,482,6,30,6,4,4,1,0,0,1,1
201063BC05510,63,3,1,1,4,750,2,30,0,1,1,1,0,0,2,2
2006470604252,47,3,2,2,5,562,6,60,9,1,1,2,0,0,2,1
201122C105379,22,3,2,1,3,273,6,30,3,1,1,1,0,0,1,1
2006160C03560,16,3,1,2,3,231,6,30,0,1,1,1,0,0,1,1
2012546675612,54,3,2,1,7,635,6,30,3,1,1,1,0,0,1,1
2005460106416,46,3,2,4,7,539,6,60,0,6,5,2,0,0,2,1
2012370458112,37,3,2,1,7,416,6,60,0,1,1,2,6,0,2,1
200943W214099,43,3,1,1,1,475,6,30,8,4,1,1,0,0,1,1
2006360035662,36,3,2,1,4,400,6,30,7,1,1,1,0,0,1,2
201363AC10313,63,3,1,1,6,751,1,30,1,1,6,3,0,0,2,2
200506M041508,6,3,2,1,7,112,6,30,0,4,1,2,0,0,1,1
2007440044934,44,3,2,1,2,491,3,70,0,6,1,1,0,0,2,1
200501YR90486,1,3,1,1,5,31,6,30,3,1,2,2,0,0,1,1
200722DE87078,22,3,2,1,2,270,6,40,8,4,2,2,0,0,1,1
2008608096326,60,3,3,2,6,724,3,70,0,1,1,1,0,0,2,1
201222G200788,22,3,2,2,6,284,3,30,0,1,6,4,0,0,2,1
2009230990247,23,3,1,1,2,293,3,70,0,7,1,1,0,0,2,1
2005520138215,52,3,2,2,2,605,6,40,0,4,1,1,0,0,1,1
2014350055314,35,3,2,3,5,393,6,30,3,1,1,1,0,0,1,1
200920D057303,20,3,2,1,4,300,7,30,5,1,1,1,0,0,1,2
2011160A02871,16,3,2,1,4,233,6,30,1,1,1,1,0,0,1,1
200901KG70233,1,3,1,1,6,16,6,30,3,1,2,2,0,0,1,1
200601CW10440,1,3,2,2,1,1,3,30,0,1,1,1,0,0,1,1
200601JI40122,1,3,3,2,1,14,6,30,0,1,1,1,0,0,1,1
200806K097820,6,3,1,2,5,100,1,30,1,1,9,1,0,0,2,1
200801XD80119,1,3,2,2,1,27,3,30,0,4,1,2,0,0,1,1
2013073251132,7,3,2,1,2,130,6,60,0,1,1,1,0,0,2,1
2005121840411,12,3,2,1,1,189,6,30,6,1,1,1,0,0,1,1
201131C055911,31,3,2,1,7,346,2,30,3,4,1,1,0,0,1,2
2005470500917,47,3,2,3,4,558,3,70,0,6,1,1,0,0,2,1
201120L007991,20,3,2,1,5,306,6,30,3,1,2,2,0,0,1,2
2014320052260,32,3,2,1,5,355,6,60,6,1,1,1,0,0,2,1
2009440185764,44,3,2,1,4,500,6,30,3,1,1,1,0,0,1,1
201001EO40808,1,3,1,1,6,3,6,30,3,4,1,1,0,0,1,1
201301JC30095,1,3,2,1,6,13,6,30,2,4,1,2,0,0,1,1
200932B224109,32,3,2,1,3,355,6,30,3,1,1,1,0,0,1,1
2010950004261,95,3,2,1,1,923,6,30,3,1,1,1,0,0,1,1
2011440252679,44,3,2,1,6,502,6,40,8,1,2,2,0,0,2,2
2006460120976,46,3,2,3,6,530,3,70,5,6,1,1,0,0,2,1
2005555P00370,55,3,2,1,7,643,6,40,1,4,2,2,0,0,2,2
2010160A03311,16,3,2,2,5,233,6,30,0,4,2,2,0,0,1,1
2006950008401,95,3,2,1,7,923,3,70,5,1,1,1,0,0,2,1
